start,end,Progress,duration_sec,Finished,recorded_date,Response_ID,subfield,graduate_yrs,postdoc_yrs,career_teaching,career_R2_R3,career_R1,career_govt,career_industry_datascience,career_communication,career_NGO,career_unsure,publish_before_grad,firstauthor_pubs,coauthor_pubs,pub_wo_PI,lab_feedback,lab_feedback_helped,lab_collab,How is your advisor/PI involved in your writing? (Check all that apply),PI_revisions,hrs_wk_writing,writing_tracking,plan_writing,where_write,Where do you usually write (pre-COVID)? (Check all that apply) - Other (please specify) - Text,writing_tracking,writing_tracking_other,writing_support_group,no_writing_support_group,type_writing_support_group,How did your perspective on writing change through participating in a writing group?,Goal setting,Giving and/or receiving reviews,Collaboration,Camaraderie,Technical writing skills,Less difficulty starting a writing project,Time management,"Overcoming ""perfectionism paralysis""",Overcoming writing anxiety,Overcoming imposter syndrome,Writing quality,Writing output,What are some of the challenges you face with writing (pre-COVID-19)? (Check all that apply),COVID_impact_writing,Has the pandemic impacted the amount of time you have for writing?,Has the pandemic affected your writing productivity?,Has the pandemic impacted your motivation to write?,Has the pandemic affected your participation in writing support groups?,science_writing_open,writing_word,review_open,review_word,US_Canadian_training,gender_identity,first_language_english,first_language_text,first_gen,BIPOC,condition,open_answer,gift_card
4/5/21 12:11,4/5/21 12:38,100,1627,TRUE,4/5/21 12:38,R_2dAYCEa1KJ3fTno,Wildlife Ecology,2,,4,1,3,3,7,4,1,,No,0,0,No,No,,Yes,"Planning (generating ideas),Revising with many suggestions and comments,Revising with minor comments",1,3,I set aside large blocks of time before deadlines,0,"Home (off-campus residence or dormitory),University provided office or lab space,Coffee shops/restaurants",,I do not track my writing progress,,No,"I could not find a group to join,I had no interest in joining a writing group,I did not know writing support groups existed",,,,,,,,,,,,,,,"I find it difficult to start a new writing project,I have trouble fitting writing into my schedule,I have too many other obligations,My perfectionism with writing hinders my progress,I get easily distracted whenever I try to write",Yes,I have much less time for writing,I am less productive,I am much less motivated to write,,apathy,negative,frustration,negative,Yes,Non-binary/third gender/other,Yes,,No,Yes,No,"Not very intuitive or welcoming. It feels like gatekeeping, especially if you're not familiar with the academic/scientific writing process. Everyone expects you to know it/understand it, but no one wants to mentor or teach it.",Yes
4/7/21 11:51,4/7/21 11:55,100,230,TRUE,4/7/21 11:55,R_1LvDJZVLbLhTWCl,Ecology ,3,,4,2,2,4,5,8,8,8,No,0,0,No,No,,No,Revising with minor comments,3-Jan,1,I do not track or schedule my writing time,0,University provided office or lab space,,Checking in with advisor or mentor,,No,I had no interest in joining a writing group,,,,,,,,,,,,,,,I have trouble fitting writing into my schedule,No,,,,,sensible,positive,gatekeeping,negative,Yes,Male,Yes,,No,No,No,,Yes
3/29/21 11:21,3/29/21 11:26,100,262,TRUE,3/29/21 11:26,R_20STsEi3SgCpDIK,Evolutionary Biology,5,1,8,10,5,7,5,7,7,,No,3,4,Yes,Yes,The feedback has helped,No,"Drafting or outlining,Revising with many suggestions and comments",5-Mar,9,"I set a specific amount of time each week (e.g., 15 minutes per day, 2 hours on Tuesday/Thursday),I set aside large blocks of time (e.g., during weekends or breaks)",1,"University provided office or lab space,On-campus spaces (e.g. graduate student centers, affinity group centers),Coffee shops/restaurants",,Checking in with advisor or mentor,,No,"I had ample writing support within my immediate graduate group (e.g. advisor, laboratory)",,,,,,,,,,,,,,,"I find it difficult to start a new writing project,I do not receive adequate feedback on my writing,I get easily distracted whenever I try to write",Yes,I have more time for writing,I am less productive,I am much less motivated to write,,Fine,neutral,Good,positive,Yes,Non-binary/third gender/other,Yes,,Yes,No,No,,Yes
4/19/21 18:08,4/19/21 18:20,100,729,TRUE,4/19/21 18:20,R_3Dp59EpL1qM5vXB,,4,,8,10,10,6,6,6,6,,Yes,1,,No,Yes,The feedback has helped,No,"Planning (generating ideas),Drafting or outlining,Writing sections of manuscript,Revising with many suggestions and comments,Revising with minor comments",5+,4,I set aside specific days each week,1,"Home (off-campus residence or dormitory),University provided office or lab space,On-campus spaces (e.g. graduate student centers, affinity group centers)",,Physical notebook,,No,"I had no interest in joining a writing group,I had ample writing support within my immediate graduate group (e.g. advisor, laboratory),I did not know writing support groups existed",,,,,,,,,,,,,,,"I have trouble fitting writing into my schedule,I have too many other obligations,I get easily distracted whenever I try to write",Yes,I have much less time for writing,I am less productive,I am much less motivated to write,Neutral/no change,ok,neutral,good,positive,Yes,Male,No,,,,No,,Yes
4/8/21 7:25,4/8/21 7:30,100,330,TRUE,4/8/21 7:30,R_21GIcvjEzAykerZ,remote sensing/GIS conservation,1,,2,3,3,10,9,8,7,,Yes,1,2,No,Yes,The feedback has helped,Yes,"Planning (generating ideas),Drafting or outlining,Revising with many suggestions and comments",3-Jan,20,I do not track or schedule my writing time,0,University provided office or lab space,,"Electronic spreadsheets,Physical notebook,Checking in with advisor or mentor",,No,I had no interest in joining a writing group,,,,,,,,,,,,,,,"I find it difficult to start a new writing project,My perfectionism with writing hinders my progress,I get easily distracted whenever I try to write",Yes,Neutral/no change,I am less productive,I am less motivated to write,,uncertain,neutral,grateful,positive,Yes,Female,Yes,,Yes,No,No,,Yes
4/8/21 10:48,4/8/21 10:57,100,568,TRUE,4/8/21 10:57,R_3dMNnWVm2VR8Off,genomics,2,,10,10,8,8,8,8,7,,No,,,No,No,,No,"Planning (generating ideas),Drafting or outlining,Revising with many suggestions and comments",5+,7,I do not track or schedule my writing time,0,University provided office or lab space,,"Checking in with writing accountability/support group,Checking in with advisor or mentor",,Yes,,Peer group,Neutral/no change,,,Improved,,,,Improved,,,,,,I get easily distracted whenever I try to write,Yes,I have less time for writing,I am much less productive,I am less motivated to write,I participate more,frustrating,negative,great ,positive,Yes,Female,Yes,,No,No,No,,Yes
4/29/21 7:45,4/29/21 8:06,100,1283,TRUE,4/29/21 8:06,R_1gtj1m5sb32BiBB,Marine Biology,13,,5,7,7,10,1,10,8,,Yes,3,6,No,Yes,The feedback has helped,Yes,Revising with many suggestions and comments,5-Mar,25,I do not track or schedule my writing time,0,"Home (off-campus residence or dormitory),University provided office or lab space",,"Physical notebook,Checking in with advisor or mentor",,Yes,,"Formal writing course,Peer group",I like writing more,Improved,No Change,Improved,,Improved,Improved,No Change,No Change,Improved,No Change,Improved,Improved,"I have trouble fitting writing into my schedule,I have too many other obligations",Yes,I have more time for writing,Neutral/no change,I am less motivated to write,,Exhausting,negative,Hard,negative,No,Female,No,,No,No,No,,Yes
3/15/21 8:11,3/15/21 8:18,100,444,TRUE,3/15/21 8:18,R_UuvyBbFNYvYBWGB,Conservation biology,5,,1.4,4.3,5.7,7.1,10,8.6,NA,2.9,No,2,1,No,Yes,The feedback has helped,Yes,"Planning (generating ideas),Revising with many suggestions and comments",3-Jan,,"I set aside large blocks of time (e.g., during weekends or breaks),I set aside large blocks of time before deadlines,I do not track or schedule my writing time",0,"University provided office or lab space,On-campus spaces (e.g. graduate student centers, affinity group centers),University or public libraries,Coffee shops/restaurants",,Physical notebook,,No,I did not know writing support groups existed,,,,,,,,,,,,,,,"I find it difficult to start a new writing project,My perfectionism with writing hinders my progress",Yes,I have more time for writing,I am much less productive,I am much less motivated to write,Neutral/no change,Annoying,negative,Helpful,positive,No,Female,Yes,,No,Yes,No,,Yes
4/21/21 18:20,4/21/21 18:29,100,527,TRUE,4/21/21 18:29,R_1CIOTejCjyfNs3g,Wildlife Ecology and Conservation,5,,1,1,5,9,9,7,8,,No,0,1,No,No,,Yes,"Planning (generating ideas),Revising with minor comments",5-Mar,10,"I set a specific amount of time each week (e.g., 15 minutes per day, 2 hours on Tuesday/Thursday)",1,"Home (off-campus residence or dormitory),University provided office or lab space,On-campus spaces (e.g. graduate student centers, affinity group centers),Coffee shops/restaurants",,"Electronic note taking applications,I do not track my writing progress",,Yes,,"Peer group,Writing retreats, study halls, etc.",Neutral/no change,No Change,No Change,No Change,,,No Change,Improved,No Change,Worsened,Worsened,No Change,Improved,"I find it difficult to start a new writing project,My perfectionism with writing hinders my progress,I get easily distracted whenever I try to write",Yes,I have more time for writing,I am much less productive,I am much less motivated to write,I participate more,anxiety,negative,helpful,positive,Yes,Female,Yes,,No,No,No,,Yes
3/15/21 11:02,3/15/21 11:08,100,330,TRUE,3/15/21 11:08,R_1LZ1r37f3uWFlu5,Plant ecology,2,,7.1,5.7,4.3,8.6,2.9,10,NA,NA,Yes,,1,Yes,Yes,The feedback has helped,Yes,"Planning (generating ideas),Revising with many suggestions and comments,Revising with minor comments",3-Jan,6,"I set a specific amount of time each week (e.g., 15 minutes per day, 2 hours on Tuesday/Thursday)",1,"Home (off-campus residence or dormitory),University provided office or lab space",,"Physical notebook,Checking in with writing accountability/support group,Checking in with advisor or mentor",,Yes,,"Formal writing course,Peer group",Neutral/no change,Improved,Improved,No Change,Improved,No Change,Improved,Improved,Improved,Improved,No Change,No Change,Improved,"I find it difficult to start a new writing project,I have trouble fitting writing into my schedule,I have too many other obligations,I do not receive adequate feedback on my writing,My perfectionism with writing hinders my progress,I get easily distracted whenever I try to write",Yes,I have more time for writing,I am less productive,I am much less motivated to write,I participate more,boring,negative,helpful,positive,Yes,Female,Yes,,No,No,No,,Yes
3/15/21 8:48,3/15/21 8:54,100,390,TRUE,3/15/21 8:54,R_1IXwIN0ueLEPU9W,Evolutionary Biology,7,,8.6,10,7.1,4.3,5.7,2.9,NA,1.4,No,2,6,No,Yes,The feedback has helped,Yes,"Planning (generating ideas),Revising with many suggestions and comments,Revising with minor comments",5-Mar,6,"I set aside large blocks of time (e.g., during weekends or breaks),I set aside large blocks of time before deadlines",0,"University provided office or lab space,University or public libraries,Coffee shops/restaurants",,Checking in with advisor or mentor,,No,"I could not find a group to join,I had no interest in joining a writing group",,,,,,,,,,,,,,,"I find it difficult to start a new writing project,I have trouble fitting writing into my schedule,My perfectionism with writing hinders my progress,I get easily distracted whenever I try to write",Yes,I have less time for writing,I am much less productive,I am less motivated to write,,daunting,negative,helpful,positive,Yes,Male,Yes,,No,No,No,,Yes
4/5/21 11:39,4/5/21 11:49,100,597,TRUE,4/5/21 11:49,R_1kHzRGPZdZXewOm,Evolutionary biology,1,,7,9,9,9,9,9,8,10,No,0,0,No,Yes,The feedback has helped,No,"Planning (generating ideas),Revising with many suggestions and comments",5+,3,"I set aside large blocks of time (e.g., during weekends or breaks)",0,"Home (off-campus residence or dormitory),University or public libraries,Coffee shops/restaurants",,"Electronic note taking applications,Checking in with advisor or mentor",,No,"I could not find a group to join,I had ample writing support within my immediate graduate group (e.g. advisor, laboratory)",,,,,,,,,,,,,,,"I find it difficult to start a new writing project,My perfectionism with writing hinders my progress,I get easily distracted whenever I try to write",No,,,,,Difficult ,negative,Helpful,positive,No,Female,Yes,,No,No,No,,Yes
4/7/21 18:31,4/7/21 18:38,100,372,TRUE,4/7/21 18:38,R_NXcODYjU5NHJUlj,Natural resources,6,0,10,10,10,0,10,10,0,0,No,4,0,No,Yes,The feedback has helped,Yes,"Planning (generating ideas),Drafting or outlining,Revising with many suggestions and comments,Revising with minor comments",3-Jan,4,I do not track or schedule my writing time,0,"Home (off-campus residence or dormitory),University provided office or lab space,On-campus spaces (e.g. graduate student centers, affinity group centers),University or public libraries",,I do not track my writing progress,,No,"I had no interest in joining a writing group,I had ample writing support within my immediate graduate group (e.g. advisor, laboratory)",,,,,,,,,,,,,,,"I have trouble fitting writing into my schedule,I have too many other obligations",No,,,,,Expressive,positive,Helpful,positive,Yes,Male,Yes,,No,No,No,,No
4/5/21 11:23,4/5/21 11:30,100,462,TRUE,4/5/21 11:30,R_3PNcXjGzVp9UcTw,soil biology,14,,,,,,,,,,No,1,1,No,No,,No,Revising with many suggestions and comments,5+,5,"I set a specific amount of time each week (e.g., 15 minutes per day, 2 hours on Tuesday/Thursday)",1,"Home (off-campus residence or dormitory),University provided office or lab space,On-campus spaces (e.g. graduate student centers, affinity group centers),University or public libraries",,Checking in with advisor or mentor,,No,I could not find a group to join,,,,,,,,,,,,,,,"I find it difficult to start a new writing project,I do not receive adequate feedback on my writing",Yes,I have more time for writing,I am less productive,Neutral/no change,,frustrating,negative,helpful,positive,Yes,Female,Yes,,Yes,No,Yes,It creates a bt of tension with my advisor,No
4/7/21 15:29,4/7/21 15:37,100,459,TRUE,4/7/21 15:37,R_1JDbiUh1NcnTWhZ,Ecology and evolution,6,2,3,10,10,5,7,0,5,,No,5,7,No,Yes,The feedback has helped,Yes,"Planning (generating ideas),Drafting or outlining,Revising with many suggestions and comments,Revising with minor comments",3-Jan,2,I set aside large blocks of time before deadlines,0,"Home (off-campus residence or dormitory),University provided office or lab space",,I do not track my writing progress,,Yes,,Mentoring program,I like writing less,Improved,No Change,No Change,No Change,No Change,Worsened,No Change,Improved,Worsened,No Change,No Change,No Change,"I find it difficult to start a new writing project,I get easily distracted whenever I try to write",Yes,I have less time for writing,I am less productive,Neutral/no change,Neutral/no change,growth,positive,helpful,positive,Yes,Female,Yes,,Yes,No,No,"I really enjoy writing, but have to be in a sharp frame of mind (i.e., my morning brain) and it is easy to let other tasks get in the way of writing.",No
4/8/21 17:20,4/8/21 17:28,100,430,TRUE,4/8/21 17:28,R_3iqD0lTXXofoDSj,Disease ecology,6,,5,6,7,10,3,7,8,,Yes,3,7,No,Yes,The feedback has helped,Yes,"Planning (generating ideas),Drafting or outlining,Revising with many suggestions and comments",5+,6,"I set aside large blocks of time (e.g., during weekends or breaks),I do not track or schedule my writing time",0,"Home (off-campus residence or dormitory),University provided office or lab space",,Checking in with writing accountability/support group,,Yes,,Peer group,I like writing more,Improved,Improved,Improved,Improved,Improved,No Change,No Change,No Change,Worsened,No Change,No Change,Worsened,"I find it difficult to start a new writing project,I get easily distracted whenever I try to write",Yes,Neutral/no change,I am less productive,I am much less motivated to write,I participate more,Iterative,neutral,Helpful,positive,Yes,Female,Yes,,No,Yes,No,,Yes
